Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Prepn_Time
33.0,4.9,Fog,Jam,1,Snack,motorcycle,0.0,No,Urban,30,4.707104052532131,10
25.0,4.6,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,22,16.369614602872474,10
38.0,3.7,Sandstorms,Jam,2,Drinks,electric_scooter,3.0,No,Metropolitian,44,17.25937671693666,15
25.0,4.9,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,12,3.015827802116743,10
25.0,4.9,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,21,6.118688736553391,5
28.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,44,12.272409898050832,15
35.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,1.5105048384811501,10
29.0,4.9,Cloudy,Low,1,Meal,scooter,0.0,No,Urban,20,17.063438676435972,5
23.0,4.0,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,9.414207472710384,10
28.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,9.07450346176405,15
30.0,4.7,Fog,Low,3,Drinks,electric_scooter,1.0,No,Metropolitian,28,6.041610424267577,0
24.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,36,14.015064564346119,5
28.0,4.9,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,10,1.5492463111619397,5
37.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,38,10.40516557964519,15
24.0,4.7,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,15,10.625009378984018,15
25.0,4.8,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,15,19.6372574662733,15
39.0,3.5,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,11.922815772118561,15
30.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,50,10.624868125959805,0
29.0,4.7,Windy,Medium,1,Buffet,motorcycle,1.0,No,Urban,25,10.579698192455727,15
37.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,9.204136220811709,15
27.0,4.9,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,15,3.0209280244263237,5
29.0,4.8,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,26,9.074464682010152,15
37.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,9.329408318917828,10
30.0,4.6,Fog,Low,2,Buffet,scooter,1.0,No,Urban,16,9.061267391834598,10
24.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,16.576592238300005,10
39.0,4.0,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,35,6.219432687838829,5
20.0,4.9,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Urban,19,9.074511964797063,5
26.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,1.5690347154047222,15
30.0,4.8,Sunny,High,2,Snack,scooter,1.0,No,Metropolitian,23,1.5070945252544081,15
32.0,4.6,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,27,16.873166344415942,5
32.0,4.4,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,34,16.5774794833762,10
28.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,23,10.704979833877704,5
25.0,4.7,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Urban,10,7.7464992706663365,15
32.0,4.8,Cloudy,High,2,Buffet,scooter,1.0,No,Urban,28,6.198593801100852,15
21.0,5.0,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,24,1.5690347154047222,10
31.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,30,19.939345878302394,15
38.0,4.4,Sandstorms,High,2,Meal,scooter,2.0,No,Metropolitian,33,1.5549331474367305,5
21.0,4.7,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,25,12.438888796445053,15
36.0,4.0,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,9.176780971328554,15
24.0,5.0,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,26,1.510408155579529,15
32.0,4.6,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,7.536180450634203,15
25.0,4.7,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Urban,25,19.659044411801727,15
39.0,5.0,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,25,7.6354430632058685,10
24.0,4.7,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,29,6.049848888722569,15
28.0,4.8,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,26,20.13922443146019,10
36.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,15,14.121309628180253,10
21.0,5.0,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,13,12.410728073817122,5
30.0,4.9,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,12.082468598924459,10
24.0,4.6,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,25,13.944529384855876,10
33.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,19,9.074436846460618,15
32.0,4.8,Windy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,27,4.588831209737105,5
20.0,4.7,Windy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,20,19.58985299714341,5
34.0,5.0,Fog,Jam,0,Meal,motorcycle,0.0,No,Urban,26,7.745931643123964,15
26.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,21,6.0280717308551015,10
26.0,4.5,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,21,16.366038203855815,5
25.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,17.06389883948774,5
20.0,4.7,Sunny,Jam,1,Meal,scooter,1.0,No,Urban,10,19.446795862252724,5
36.0,4.7,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,25,9.329243652133542,15
24.0,4.8,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,10,9.042544208951528,10
35.0,4.7,Sunny,Medium,2,Meal,scooter,0.0,No,Urban,18,9.297331162509339,5
30.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,21,3.036073580509908,10
33.0,4.6,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,9.414207472710384,5
35.0,4.7,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,43,20.807752974767308,15
28.0,4.9,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,19,7.74607909737689,15
35.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,4.521130413570204,5
31.0,4.7,Fog,Medium,2,Meal,electric_scooter,2.0,No,Metropolitian,37,10.415110423098904,15
20.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,16.822273614879723,5
27.0,4.9,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,12.438511516633827,15
26.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,19,12.270997217360403,5
26.0,4.7,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,23,9.414207472710384,15
28.0,5.0,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,25,3.0358329337402403,10
39.0,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,9.308437783690072,10
20.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,28,7.632598519840558,15
23.0,4.7,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,22,6.071959917195017,15
34.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Urban,15,20.141445016216544,15
38.0,4.4,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,39,12.27155275672665,5
32.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,4.648989856107341,5
39.0,5.0,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,25,9.414207472710384,5
39.0,4.7,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,21,4.647400289742853,15
20.0,4.8,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,22,1.5341374156430065,5
34.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,16,4.647989396386271,15
34.0,5.0,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,22,19.8819444814936,10
34.0,4.1,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,33,6.0286740052559145,15
24.0,4.8,Fog,Jam,1,Drinks,motorcycle,0.0,No,Urban,31,9.32903211951959,10
35.0,4.7,Sunny,High,2,Meal,scooter,1.0,No,Metropolitian,23,6.2194302015666025,15
32.0,4.6,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,27,2.9763252713823323,5
35.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,26,4.647989396386271,5
37.0,4.9,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,33,6.11841026532285,15
30.0,4.7,Stormy,Jam,2,Buffet,scooter,2.0,No,Urban,38,10.884063165644436,5
23.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,18,13.610992426077738,10
39.0,4.6,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,30,4.654125131113019,5
31.0,4.9,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,31,3.0990232373642685,5
28.0,4.5,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,15,6.136051067123195,5
25.0,4.8,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,3.1027650541596046,10
27.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,16,9.20426539101661,15
34.0,4.5,Sunny,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,15,6.205523126932415,10
30.0,4.7,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,37,13.805820740696161,0
32.0,4.7,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,3.036148984255033,5
21.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,13.765270756610786,15
30.0,4.7,Fog,Low,3,Meal,scooter,1.0,No,Metropolitian,31,19.730956081865795,0
32.0,4.2,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,49,11.92257086773185,15
36.0,4.8,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,30,6.197259279550284,15
26.0,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,9.34451137987827,15
27.0,4.3,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,35,16.635370337610752,10
24.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,12,3.1380694073889375,15
25.0,4.7,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,18,9.061462256395185,15
29.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,10.707268672949962,5
35.0,4.3,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,10.84739424499801,15
35.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,28,3.014546614978054,10
29.0,4.5,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,25,19.93892801056676,10
37.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,19,13.74302642346559,10
32.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,20,1.529601359595843,5
30.0,4.7,Fog,Low,3,Drinks,electric_scooter,1.0,No,Metropolitian,23,20.16659983205119,0
22.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,2.9761321419028017,5
36.0,4.9,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,13,3.1098783151608616,10
21.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,18,8.942155523096792,5
30.0,4.7,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,31,16.790293751513897,0
36.0,4.7,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,28,17.064481964903436,15
27.0,4.9,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,29,13.412404795980873,10
32.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,1.53411592989738,10
33.0,4.8,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,22,9.295364404085745,5
29.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,19.37285872394489,10
33.0,4.1,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,3.1380694073889375,10
37.0,4.3,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,35,3.1380694073889375,15
32.0,4.7,Sandstorms,High,0,Snack,motorcycle,1.0,Yes,Metropolitian,49,1.5104773183413343,5
35.0,4.3,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,37,19.94033887231402,5
20.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,23,6.041213866594667,5
23.0,4.9,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,17.103069399168035,5
22.0,5.0,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,12,19.845164623281903,15
23.0,4.7,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,28,3.1099233720440784,5
36.0,4.4,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,44,17.25937671693666,5
34.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,28,3.11462172233515,15
25.0,4.7,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,15,7.635484045429887,15
30.0,4.7,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,25,20.823995403517568,0
31.0,4.6,Sunny,Low,1,Meal,motorcycle,0.0,No,Urban,18,13.804558948437169,10
33.0,5.0,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,28,7.535984017442588,15
27.0,4.8,Windy,Jam,0,Snack,motorcycle,0.0,No,Urban,16,7.747869610340006,10
30.0,4.7,Sunny,High,2,Meal,motorcycle,1.0,No,Metropolitian,21,1.5496338870197348,0
36.0,4.7,Sunny,Medium,2,Drinks,scooter,1.0,No,Urban,21,6.276138627413788,10
33.0,4.6,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,7.319223387293556,10
38.0,4.4,Cloudy,Medium,1,Drinks,scooter,2.0,Yes,Metropolitian,42,10.69100092566136,5
21.0,4.8,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,19,8.92781044978523,15
20.0,4.9,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,19,13.390446111325598,10
38.0,3.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,39,13.592609748364795,5
32.0,4.7,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,16,9.296553929181774,5
36.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,7.6353439932830005,10
21.0,4.8,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,23,6.198357357933919,15
37.0,4.9,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Urban,37,11.90326041853209,5
24.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,30,4.554040165844703,10
30.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,6.276138627413788,15
31.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,25,20.166055388214634,5
24.0,4.7,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,15,9.107146029744738,15
39.0,4.2,Fog,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,44,20.141124436630037,5
27.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,23,1.4878016523657718,5
33.0,4.3,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,35,17.064639509884806,5
31.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,1.541310219941434,15
26.0,4.9,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,13.766113704102933,10
29.0,4.7,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,29,16.873913909070506,15
21.0,4.4,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Urban,37,10.738136234232902,5
30.0,4.7,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,16.696084580892986,15
25.0,4.8,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,12,3.0537978384134963,15
28.0,4.9,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,10.416135922112648,10
30.0,4.2,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,34,3.06832809074694,5
31.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Urban,50,20.13933802700977,5
28.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,13,9.296667943582008,15
20.0,4.7,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,16.823292316394692,15
33.0,4.9,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,30,6.049844084741074,15
25.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,9.414207472710384,10
34.0,4.7,Windy,Low,2,Buffet,electric_scooter,1.0,No,Urban,26,7.845173108613386,10
21.0,4.7,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Urban,25,8.782979227186416,15
25.0,4.6,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,37,20.82761679765568,15
36.0,4.7,Fog,High,2,Meal,scooter,0.0,No,Urban,26,1.5690347154047222,5
20.0,4.7,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,14,7.589543265875354,10
21.0,4.5,Fog,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,21,7.670252503433443,15
39.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,16.760389472658115,10
35.0,4.6,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,9.10788522511244,5
30.0,4.6,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,35,1.5125357525701308,5
21.0,4.6,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,23,10.707099704447124,15
32.0,4.4,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,38,19.8570306806362,15
34.0,4.9,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,27,5.952358021804922,10
38.0,4.7,Stormy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,32,4.707104052532131,10
33.0,4.2,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,3.1098408747490103,15
24.0,4.7,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,10,7.7460150995922366,15
38.0,4.6,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,19,9.043173745968499,15
25.0,5.0,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,12,7.845173108613386,15
28.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17,2.9810670001645097,10
22.0,4.8,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,26,9.329217115744333,5
26.0,4.6,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,14,13.591743492034936,5
21.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,13,7.553786610742463,5
29.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,38,20.39744277518833,15
30.0,4.7,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,29,12.271471999056972,0
27.0,4.8,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,6.110461409424714,15
33.0,4.9,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,16,4.707104052532131,15
28.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,1.496206479242767,10
30.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,41,10.6253491555024,5
29.0,4.8,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,12,10.738460547225039,15
23.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,16.796560564484654,15
35.0,4.2,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,3.1380694073889375,10
31.0,4.3,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,19.88068932355078,10
20.0,4.8,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,10,4.6722326193285015,15
26.0,5.0,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,16,7.3194442942617925,15
23.0,4.6,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,24,16.952651658179253,10
39.0,4.8,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,26,6.118688736553391,10
33.0,4.3,Windy,High,2,Meal,scooter,0.0,No,Metropolitian,32,3.1098783151608616,10
34.0,4.7,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,16.577467522010476,5
29.0,5.0,Windy,Low,1,Drinks,motorcycle,0.0,No,Urban,11,9.043021202894034,5
35.0,4.9,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,36,4.602127561785206,5
35.0,4.5,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Urban,21,6.09529436614427,10
34.0,5.0,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,47,12.232641618890506,10
39.0,4.5,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,26,4.623850747852409,5
38.0,4.3,Stormy,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,39,16.635180987928408,5
33.0,4.5,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,17,17.042984733537466,10
22.0,4.9,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,22,3.020731790895242,15
38.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,7.452245772719898,5
29.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,17,3.098668570898803,15
30.0,5.0,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,9.295696139193437,5
23.0,4.8,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,15,12.43898094828522,5
39.0,4.3,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,29,7.551916878328149,15
27.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,11.900805953032062,15
31.0,4.7,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27,4.582113704313907,10
34.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,9.177302192003234,5
25.0,4.5,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,29,12.214333869904944,5
33.0,4.6,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,4.530782812019633,15
29.0,4.6,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,22,6.219432687838829,5
30.0,4.7,Stormy,Low,2,Meal,scooter,1.0,No,Urban,25,1.4880952616573853,0
25.0,4.7,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,21,7.845173108613386,5
33.0,4.5,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,30,7.3191293200426,5
28.0,4.9,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,13.962273610782457,5
32.0,5.0,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,26,1.5495199304592948,10
20.0,4.8,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,23,10.625009378984018,5
50.0,6.0,Fog,Low,3,Meal,electric_scooter,0.0,No,Metropolitian,20,10.844816062657186,0
28.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46,19.65920738874082,15
20.0,4.8,Windy,Medium,2,Snack,scooter,1.0,No,Urban,20,17.25937671693666,5
29.0,4.9,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,20,9.414207472710384,5
29.0,4.9,Windy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,27,20.39744277518833,10
29.0,4.9,Sunny,High,1,Buffet,scooter,0.0,No,Metropolitian,12,3.1380694073889375,5
30.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,4.672207317453373,10
35.0,4.6,Stormy,High,2,Snack,motorcycle,2.0,No,Metropolitian,34,1.541089010719311,15
30.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,19,3.1380694073889375,5
33.0,4.8,Cloudy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,47,20.13933802700977,5
22.0,5.0,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,13,9.107291566563282,5
21.0,4.6,Windy,Low,1,Buffet,scooter,1.0,No,Urban,15,1.5277185791840684,10
25.0,4.6,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,22,13.611101106406846,5
24.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,4.654006561671795,5
34.0,4.5,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,28,1.5179237301775088,10
32.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,27,11.90287349299374,5
31.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,21,19.940715990099818,10
34.0,4.6,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,17,10.983241696284242,15
32.0,4.7,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,19,20.212680295861247,5
34.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,9.142690667951355,5
29.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,28,16.872623278516077,15
31.0,3.6,Fog,Low,2,Snack,motorcycle,2.0,No,Metropolitian,37,10.84450326212577,10
27.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,10.845823925902426,15
30.0,4.7,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,13,7.536651156165946,0
20.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,20.828113819012323,5
36.0,4.6,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,24,19.63267330546414,5
30.0,4.9,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,17.10422194659917,5
34.0,4.6,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,21,4.654290210819338,10
29.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,4.459630941888424,5
30.0,4.7,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,27,10.884207405487084,0
35.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,1.5492898314665542,5
30.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,10.738460547225039,5
32.0,3.6,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,34,12.081317518219471,5
